latent_step,raw_frame_idx,rms_contrast,optical_flow,unpredictability_h4,unpredictability_h8,unpredictability_h12
0,0,34.19518295314071,1.1475235,0.5536720752716064,0.5688394904136658,0.584816575050354
1,4,34.666612253439204,0.8355727,0.4380550980567932,0.47809451818466187,0.4899143874645233
2,8,35.52088132903509,0.5120528,0.4072133004665375,0.4425748586654663,0.46935901045799255
3,12,34.8276712499659,0.8514275,0.47676676511764526,0.5052850246429443,0.5047973990440369
4,16,35.800506186678085,0.84576124,0.5081251859664917,0.534963846206665,0.5609455704689026
5,20,38.057208416664416,0.9419681,0.6028026342391968,0.6030885577201843,0.6052027940750122
6,24,38.14202054045316,0.014058183,0.48629599809646606,0.5231064558029175,0.5455144047737122
7,28,40.49150899152235,1.0201197,0.6094764471054077,0.6127136945724487,0.6145462393760681
8,32,50.640575767462664,0.107222386,0.37210309505462646,0.3902769088745117,0.4188956916332245
9,36,39.52158664529871,0.6042948,0.5404393672943115,0.5485358834266663,0.5540511012077332
10,40,37.833865635067944,0.020192256,0.7473485469818115,0.6774828433990479,0.6360172629356384
11,44,37.08111214865277,0.53208804,0.3852504789829254,0.39122435450553894,0.3919571340084076
12,48,36.70069683491732,0.0029735602,0.3348435163497925,0.3538147211074829,0.3597602844238281
13,52,36.662856298970155,0.5661621,0.4732854962348938,0.4765077233314514,0.4786563813686371
14,56,35.492143756051625,0.5993275,0.5513535737991333,0.5546620488166809,0.5507892966270447
15,60,34.89279313327722,0.37077248,0.45567792654037476,0.45166993141174316,0.4516715109348297
16,64,35.78777823775087,0.38010034,0.4792192578315735,0.4717690646648407,0.47619614005088806
17,68,35.3825584980497,0.6520509,0.5236589908599854,0.4959631562232971,0.492466539144516
18,72,35.56723870329936,0.6316911,0.41045522689819336,0.3852537274360657,0.37567004561424255
19,76,35.511571393687106,0.31819898,0.40002942085266113,0.3749040365219116,0.35496512055397034
20,80,36.66014365033343,0.33697686,0.3496134281158447,0.3216305077075958,0.30593812465667725
21,84,36.48133751465949,0.39138386,0.4339941442012787,0.41135382652282715,0.39769887924194336
22,88,37.389819560323154,0.27034125,0.43261319398880005,0.406432181596756,0.39767059683799744
23,92,37.883710546152635,0.42198384,0.3546385169029236,0.36645400524139404,0.38555654883384705
24,96,38.43203146711195,0.338608,0.52671879529953,0.5681004524230957,0.629444420337677
25,100,39.052220361713424,0.347222,0.47968873381614685,0.48050105571746826,0.4717625379562378
26,104,40.10631781582436,0.6239956,0.5396251678466797,0.5296898484230042,0.5189540982246399
27,108,40.47850385184348,0.3619044,0.37787064909935,0.3851439356803894,0.3801673352718353
28,112,41.676052281145374,0.3410984,0.48913297057151794,0.506833016872406,0.5189905762672424
29,116,42.758137815640126,0.29014102,0.40202951431274414,0.4841119349002838,0.5774783492088318
30,120,43.087280684848096,0.89113915,0.7690479159355164,0.7690020203590393,0.7673011422157288
31,124,43.41776680847775,0.009085618,0.46640968322753906,0.45468199253082275,0.5064628720283508
32,128,44.141107901221126,0.33086663,0.42781245708465576,0.447099894285202,0.4691760838031769
33,132,50.31861701145574,0.0031898508,0.442956805229187,0.4754554331302643,0.49459004402160645
34,136,44.11671167785567,0.59158504,0.3871919810771942,0.4571658968925476,0.47685930132865906
35,140,43.716675588476406,0.08686629,0.515936553478241,0.5180208086967468,0.5259631276130676
36,144,43.050741401938716,0.37458628,0.5086200833320618,0.5040599703788757,0.4987763464450836
37,148,44.92852972246816,0.0043468964,0.5206906199455261,0.5092535614967346,0.49621739983558655
38,152,41.39574308843585,0.6052604,0.4217020571231842,0.41752222180366516,0.4016812741756439
39,156,40.47378013721931,0.5261652,0.41544830799102783,0.5137946009635925,0.5191696286201477
40,160,40.261573315755996,0.42784786,0.49622493982315063,0.5195651650428772,0.5327401757240295
41,164,38.273973669915044,0.84294647,0.7392799258232117,0.7324367761611938,0.7144604325294495
42,168,37.43910556706035,0.45433357,0.44219475984573364,0.4373965561389923,0.43967387080192566
43,172,36.95247792057584,0.62904495,0.3531801104545593,0.320900022983551,0.305244117975235
44,176,36.52129659662685,0.6898515,0.47895199060440063,0.47623831033706665,0.47087207436561584
