latent_step,raw_frame_idx,rms_contrast,optical_flow,unpredictability_h4,unpredictability_h8,unpredictability_h12
0,0,42.814969596711634,0.22616564,0.3863925337791443,0.39101532101631165,0.40934672951698303
1,4,42.4658419189049,0.26520038,0.35242822766304016,0.3512774705886841,0.35648083686828613
2,8,42.529474360708306,0.2408548,0.38461557030677795,0.38076210021972656,0.3828451931476593
3,12,42.93594640090433,0.229484,0.3891438841819763,0.3949180841445923,0.39586296677589417
4,16,43.37556075154154,0.30031854,0.41582217812538147,0.4245466887950897,0.42789947986602783
5,20,43.33625170041611,0.37134647,0.3890796899795532,0.3867826461791992,0.3759353458881378
6,24,43.919406869991384,0.23674753,0.31891149282455444,0.31415534019470215,0.3151567876338959
7,28,44.5302623317223,0.35787344,0.3211933970451355,0.30962681770324707,0.3051362931728363
8,32,45.612864231506265,0.38013494,0.611331582069397,0.5805741548538208,0.5684133172035217
9,36,45.54235876215341,0.48630545,0.4030701220035553,0.39158812165260315,0.3999648094177246
10,40,48.25738707159778,0.4521212,0.39227795600891113,0.49557867646217346,0.5861783027648926
11,44,48.123369501282866,0.37777236,0.5708129405975342,0.5689282417297363,0.5699248909950256
12,48,47.71922139996439,0.39161614,0.38348767161369324,0.3864220678806305,0.39491942524909973
13,52,46.803952976746174,0.3619766,0.3412238359451294,0.3374769687652588,0.35058334469795227
14,56,45.51692966428683,0.507894,0.6386904716491699,0.5733205676078796,0.5528696179389954
15,60,44.2469796037722,0.27502146,0.2831069231033325,0.2735394537448883,0.28016939759254456
16,64,43.175010120062765,0.4329335,0.33444052934646606,0.3239222764968872,0.30191949009895325
17,68,42.997080771798075,0.31760752,0.3825839161872864,0.3764905631542206,0.39486610889434814
18,72,42.37603759686506,0.39235526,0.3740242123603821,0.3690040111541748,0.38332676887512207
19,76,43.289662730596525,0.38941753,0.4652501046657562,0.4604194462299347,0.47596415877342224
20,80,42.1157115157199,0.42274904,0.32995256781578064,0.3423115015029907,0.38044318556785583
21,84,42.14341849609324,0.39277622,0.3728208839893341,0.3889831304550171,0.41228607296943665
22,88,42.55440352083884,0.38422433,0.47849804162979126,0.4951174259185791,0.5209763646125793
23,92,42.98642551595619,0.616174,0.3971179723739624,0.4187348783016205,0.4170457422733307
24,96,43.04041642555449,1.2729238,0.409250944852829,0.433586061000824,0.39315173029899597
25,100,45.05476312787908,0.90210736,0.4050089120864868,0.42914432287216187,0.4367436468601227
26,104,45.49106953415293,1.5365272,0.5052086114883423,0.456912636756897,0.4245552718639374
27,108,47.689342254946624,2.6781268,0.4292096495628357,0.4378700256347656,0.4365959167480469
28,112,47.6780009323905,4.883601,0.4911695718765259,0.48341697454452515,0.4819117784500122
