latent_step,raw_frame_idx,rms_contrast,optical_flow,unpredictability_h4_cosine,unpredictability_h4_euclidean,unpredictability_h8_cosine,unpredictability_h8_euclidean,unpredictability_h12_cosine,unpredictability_h12_euclidean
0,0,0.35711072659313475,0.39138386,0.4782085418701172,55.760643005371094,0.5030858516693115,56.45323944091797,0.515533983707428,56.62455368041992
1,4,0.01054493119735878,0.0072843763,0.6530916094779968,61.066497802734375,0.6795046329498291,62.073768615722656,0.685631275177002,62.3056640625
2,8,0.8791292336486141,1.0015593,0.5342257022857666,57.96009063720703,0.5446819067001343,57.96223449707031,0.554069995880127,58.034908294677734
3,12,0.00019265842752733473,0.00041215582,0.5260559320449829,57.17890167236328,0.5473809838294983,57.597190856933594,0.5617861151695251,57.99337387084961
4,16,0.0,0.000333215,0.5400424003601074,57.64889907836914,0.5524628162384033,57.68393325805664,0.5588418245315552,57.8238639831543
5,20,0.3662491224697405,0.27034125,0.5435863733291626,57.575103759765625,0.5973661541938782,58.99383544921875,0.6193236708641052,59.50482177734375
6,24,1.0259854545954825,0.75444907,0.6125785112380981,59.557716369628906,0.5933981537818909,58.880924224853516,0.5771457552909851,58.27910232543945
7,28,0.010542098227642996,0.009085618,0.49389615654945374,55.89532470703125,0.5445932149887085,57.44756317138672,0.5482882857322693,57.43887710571289
8,32,0.9954282040463228,1.037365,0.6702890396118164,61.16227722167969,0.6534628868103027,60.62681579589844,0.5274805426597595,57.0057487487793
9,36,0.7391934184276496,0.5720206,0.6089099645614624,59.26341247558594,0.6317991018295288,59.779945373535156,0.6371363997459412,60.068145751953125
10,40,0.4933906520890518,0.45433357,0.6613869071006775,61.02325439453125,0.6787830591201782,61.52753829956055,0.6926833987236023,62.12520217895508
11,44,1.1365061802229173,1.2829701,0.5489895343780518,57.53135681152344,0.5678036212921143,57.956363677978516,0.557658851146698,57.72859191894531
12,48,0.0005908761220541603,0.0006778731,0.42412692308425903,53.674434661865234,0.41190290451049805,53.53862380981445,0.4031754732131958,53.42557907104492
13,52,0.6169567469950804,0.73791474,0.5069277882575989,55.97346115112305,0.5249404311180115,56.734188079833984,0.5299690365791321,56.93000793457031
14,56,1.0556009298489364,0.50360036,0.5179402828216553,56.442787170410156,0.5425179600715637,57.2979736328125,0.551094114780426,57.60616683959961
15,60,0.7751495808365483,1.1079211,0.570796549320221,57.914894104003906,0.6022130846977234,59.07530212402344,0.6271689534187317,59.98000717163086
16,64,0.501033225776529,0.58715624,0.6056764721870422,59.228485107421875,0.5849472284317017,58.644325256347656,0.5732266306877136,58.3795280456543
17,68,0.0006177478602968835,0.00076515396,0.5683601498603821,58.292823791503906,0.5876194834709167,58.82801818847656,0.5971798300743103,59.12617874145508
18,72,0.0,0.00048790345,0.7076742649078369,63.0044059753418,0.7152237892150879,63.2242317199707,0.7199594378471375,63.318084716796875
19,76,0.0,0.00042387564,0.6604125499725342,61.2014045715332,0.6447091698646545,60.664268493652344,0.6289822459220886,59.96060562133789
20,80,0.7161875938541165,0.38010034,0.6116326451301575,59.4804801940918,0.6722859740257263,61.3438835144043,0.7078056931495667,62.31761169433594
21,84,0.0,0.00031722803,0.6769171953201294,61.691558837890625,0.6332044005393982,60.10723114013672,0.6267690658569336,59.79194641113281
22,88,0.025939140093123626,0.014058183,0.5470818281173706,57.672950744628906,0.5753909349441528,58.3884391784668,0.588884174823761,58.752777099609375
23,92,0.0147980906009589,0.0043468964,0.47151803970336914,56.019771575927734,0.5407066345214844,57.45022201538086,0.5726275444030762,58.32742691040039
24,96,0.0035078513282785226,0.0038147354,0.5389983654022217,57.58997344970703,0.5390028953552246,57.197166442871094,0.536121129989624,57.25216293334961
25,100,0.8566169396930164,0.84576124,0.6061474084854126,59.3834114074707,0.5856593251228333,58.7398681640625,0.585375964641571,58.824554443359375
26,104,0.42701604709410684,0.32930973,0.6393930912017822,60.190284729003906,0.694218099117279,62.01429748535156,0.7188952565193176,63.05324172973633
27,108,0.0,0.00029432072,0.6488271355628967,60.25176239013672,0.722805917263031,62.954833984375,0.7354695200920105,63.5783576965332
28,112,0.0,0.0003526457,0.6019297242164612,58.666908264160156,0.6523120403289795,60.55552673339844,0.6701571941375732,61.15509033203125
29,116,0.5854046727086825,0.55417717,0.5797469615936279,58.18048858642578,0.606447160243988,59.275787353515625,0.6176685690879822,59.5908317565918
30,120,0.0,0.0004245513,0.48509252071380615,55.62950134277344,0.5390294194221497,57.354087829589844,0.5599071383476257,57.94089126586914
31,124,0.0097330825214974,0.006726673,0.5960972309112549,59.05145263671875,0.6040195226669312,59.27348327636719,0.6129231452941895,59.52601623535156
32,128,0.0,0.00048086295,0.5928741693496704,59.181976318359375,0.6053223013877869,59.36656951904297,0.6411899924278259,60.30588150024414
33,132,0.5208674131950739,0.45097214,0.6052891612052917,59.519081115722656,0.515013575553894,56.93041229248047,0.5235155820846558,56.99570083618164
34,136,0.4946205049668589,0.42248976,0.4843343198299408,55.87739562988281,0.4690511226654053,55.42173385620117,0.48347461223602295,55.7644157409668
35,140,0.47528769486608696,0.43449533,0.5203868746757507,56.66693115234375,0.5414338111877441,57.315181732177734,0.5733654499053955,58.331233978271484
36,144,0.0,0.00047721414,0.5645341873168945,58.030094146728516,0.5729330778121948,58.198760986328125,0.5816397666931152,58.515682220458984
37,148,0.44809172722494905,0.45153344,0.5407121777534485,57.21906661987305,0.5636229515075684,57.86400604248047,0.5723956227302551,58.21628952026367
38,152,0.5202022885805355,0.6316911,0.5379689931869507,57.354061126708984,0.6729404330253601,61.282020568847656,0.6896886825561523,61.82078552246094
39,156,0.0,0.0003595953,0.448917955160141,54.64448547363281,0.4576376676559448,54.875186920166016,0.46257829666137695,54.93259048461914
