latent_step,raw_frame_idx,rms_contrast,optical_flow,unpredictability_h4,unpredictability_h8,unpredictability_h12
0,0,40.64185085034256,0.99548817,0.35066112875938416,0.3264734745025635,0.3490647077560425
1,4,41.16522257957107,0.94930714,0.39810869097709656,0.3991788625717163,0.4025237262248993
2,8,40.86311912629333,1.2153673,0.4561466574668884,0.4711768329143524,0.4588561952114105
3,12,40.9204945028687,0.6219398,0.39397215843200684,0.4185112416744232,0.43318745493888855
4,16,40.410201238676095,0.787276,0.38294219970703125,0.3656071424484253,0.3616909682750702
5,20,39.69308360129692,0.79839736,0.33098936080932617,0.326810747385025,0.3412504494190216
6,24,38.54336719804976,0.9357407,0.4064677655696869,0.41820988059043884,0.43098244071006775
7,28,39.224580293735585,0.7207514,0.424235999584198,0.43312886357307434,0.44741132855415344
8,32,40.86904228315089,0.6069208,0.5559389591217041,0.5480401515960693,0.5511072278022766
9,36,41.01509110597369,0.6058681,0.3729141354560852,0.3858461380004883,0.37125006318092346
10,40,40.36518681666174,0.8748181,0.4375079572200775,0.433509886264801,0.4360264837741852
