latent_step,raw_frame_idx,rms_contrast,optical_flow,unpredictability_h4_cosine,unpredictability_h4_euclidean,unpredictability_h8_cosine,unpredictability_h8_euclidean,unpredictability_h12_cosine,unpredictability_h12_euclidean
0,0,0.6914160752839457,0.9035436,0.5308082103729248,58.8503532409668,0.5108311176300049,57.82279586791992,0.5137783288955688,58.03952407836914
1,4,0.769845561706709,0.58925176,0.5136510133743286,58.096073150634766,0.526037335395813,58.185585021972656,0.5419831275939941,58.64938735961914
2,8,0.8409947396088696,0.92563313,0.5124722719192505,57.77803421020508,0.5244864821434021,58.22374725341797,0.5321975946426392,58.39521789550781
3,12,1.104147548933966,1.0124156,0.5148824453353882,57.91524887084961,0.5205342769622803,58.38494873046875,0.5227576494216919,58.31656265258789
4,16,1.0820311207391007,0.97663236,0.5106455087661743,57.492523193359375,0.505001962184906,57.59645462036133,0.5084190368652344,57.631412506103516
5,20,0.8646293328924598,1.0528464,0.542113721370697,58.61082458496094,0.5493060350418091,58.7691650390625,0.5551607012748718,58.93267822265625
6,24,1.0140225807766903,0.7240264,0.5896409153938293,60.15194320678711,0.5748836994171143,59.575679779052734,0.5579872727394104,59.17644119262695
7,28,0.5948017308521963,0.8247964,0.6121474504470825,61.21492004394531,0.6127164363861084,60.89664077758789,0.6079490184783936,60.693721771240234
8,32,0.8463531127732112,1.0154192,0.5765268206596375,60.03959655761719,0.548067569732666,59.00581741333008,0.5441252589225769,59.058773040771484
9,36,0.9973028390808015,1.4972123,0.4812775254249573,56.92310333251953,0.5056324005126953,57.56351089477539,0.5136478543281555,57.91709899902344
10,40,0.6439086431224773,0.887099,0.5628873109817505,59.113338470458984,0.523415207862854,58.20406723022461,0.5096158981323242,57.8504753112793
11,44,1.535077736576094,2.3794105,0.5430258512496948,58.674156188964844,0.5301949381828308,58.275630950927734,0.5292388200759888,58.29396057128906
12,48,1.1417975883001155,1.2184391,0.5231316089630127,57.76226043701172,0.5306646823883057,58.30695343017578,0.5330362319946289,58.16205978393555
13,52,2.2222635788813982,2.4687288,0.5451545715332031,58.79627227783203,0.5426276922225952,58.969261169433594,0.5479887127876282,58.826045989990234
14,56,0.0,0.00056422385,0.5248645544052124,58.15657424926758,0.4871416389942169,57.02406692504883,0.47860267758369446,56.65666580200195
15,60,0.7145830996302819,1.1012213,0.5108174681663513,58.0737419128418,0.5058963298797607,58.04917907714844,0.5021529793739319,57.8362922668457
16,64,0.585927679596228,0.7368567,0.5469028353691101,59.242496490478516,0.5229587554931641,58.063228607177734,0.5233848690986633,58.0467529296875
17,68,1.6876034051829436,1.3873706,0.5037505626678467,57.93185806274414,0.4852135181427002,56.89708709716797,0.47664153575897217,56.74443435668945
18,72,1.644336301805082,1.5090445,0.6086056232452393,60.699851989746094,0.5938065052032471,59.958465576171875,0.5717694163322449,59.48080062866211
19,76,0.0005899396322595092,0.0011289867,0.5613442659378052,59.57292175292969,0.5760132074356079,59.64473342895508,0.5799574255943298,59.6479377746582
20,80,0.7029052476689848,0.6182237,0.5018310546875,56.91925811767578,0.5194731950759888,57.64601135253906,0.5240662097930908,57.863216400146484
21,84,1.2946769595414553,2.3925638,0.583608865737915,59.229408264160156,0.5796430706977844,59.443603515625,0.5734676122665405,59.2988166809082
22,88,0.7328752263459568,0.7345445,0.5242129564285278,57.72967529296875,0.5213919878005981,58.0134162902832,0.5101752877235413,57.65883255004883
23,92,0.9072667040395016,0.6648811,0.484932541847229,56.78820037841797,0.49218839406967163,56.93544387817383,0.49597010016441345,57.079036712646484
24,96,1.0390772877224077,1.4357755,0.5703439712524414,59.25408935546875,0.6048882603645325,60.4549446105957,0.6077173352241516,60.620941162109375
25,100,0.7058160969754405,0.9570744,0.5070559978485107,58.06664276123047,0.5026760101318359,57.82102966308594,0.5001198053359985,57.77725601196289
26,104,1.209941145193376,0.9848176,0.5768359899520874,59.900794982910156,0.5755109786987305,59.629432678222656,0.5726965069770813,59.48893356323242
27,108,1.2333628027584642,1.7395252,0.4721127152442932,55.97675323486328,0.4586857557296753,55.658775329589844,0.46027588844299316,55.665157318115234
28,112,1.1785492536959925,0.44808805,0.6122617721557617,60.704673767089844,0.6061246991157532,60.47425842285156,0.6003486514091492,60.16184997558594
29,116,0.678938264439425,0.90769553,0.4749912917613983,57.3258171081543,0.47748351097106934,57.441612243652344,0.4713696539402008,57.11698532104492
30,120,1.223723742559999,1.7037201,0.6652059555053711,62.3409538269043,0.6563766002655029,62.053932189941406,0.6545470952987671,61.889644622802734
