latent_step,raw_frame_idx,rms_contrast,optical_flow,unpredictability_h4,unpredictability_h8,unpredictability_h12
0,0,46.114463387718146,0.51662457,0.26733049750328064,0.27513930201530457,0.27659252285957336
1,4,48.070997819385816,0.8957436,0.7422921657562256,0.745729386806488,0.7316246628761292
2,8,46.87636054350932,0.58256435,0.7177543044090271,0.729674220085144,0.7319628596305847
3,12,46.3339995166019,0.4036747,0.2621907591819763,0.3240615725517273,0.3314274847507477
4,16,46.0890913732298,0.67093015,0.4689636826515198,0.4525871276855469,0.4544104337692261
5,20,45.98695636126058,0.38313073,0.39239394664764404,0.3553786873817444,0.3558084964752197
6,24,49.29455635842356,0.45240933,0.5688868761062622,0.5286927223205566,0.5186685919761658
7,28,54.096668408456,0.729661,0.5135405659675598,0.5119251012802124,0.5127071738243103
8,32,48.34070487224869,0.48920038,0.2928011417388916,0.2935391068458557,0.30713745951652527
9,36,45.60630486065909,0.72213686,0.3457857668399811,0.35857701301574707,0.3591510057449341
10,40,45.595189151775216,0.016611412,0.489757239818573,0.4888451099395752,0.4804804027080536
11,44,45.78473222618175,0.6455406,0.36030155420303345,0.346246600151062,0.3566387891769409
12,48,46.196048537523765,0.035078138,0.334565132856369,0.3327079713344574,0.35367143154144287
13,52,46.9632415009513,1.0295354,0.40316617488861084,0.40211251378059387,0.40971311926841736
14,56,46.90916226265407,0.016012006,0.3081831634044647,0.3262648284435272,0.347581148147583
15,60,48.27883423942391,0.82621235,0.4428485631942749,0.4433675706386566,0.45037758350372314
16,64,48.96615474205285,0.004496904,0.23972448706626892,0.2535364031791687,0.26062723994255066
17,68,49.754674479963896,0.5851403,0.48663878440856934,0.4858914315700531,0.4946785867214203
18,72,51.02993394245023,0.7704748,0.36873674392700195,0.4567410945892334,0.44581660628318787
19,76,50.73719226945566,0.9668525,0.36263537406921387,0.3433743119239807,0.3477742671966553
20,80,50.95958152774117,0.87720823,0.36948275566101074,0.35320165753364563,0.34712016582489014
21,84,51.013569951742724,1.1543039,0.4418690800666809,0.4213990867137909,0.42105725407600403
22,88,50.274459512015966,0.68122554,0.2892994284629822,0.28684452176094055,0.28619861602783203
23,92,50.65587956237058,0.59069943,0.38173556327819824,0.38134437799453735,0.37328842282295227
24,96,51.73629571479218,0.94089955,0.6191076636314392,0.5682841539382935,0.6038908362388611
25,100,52.70318458094971,0.43352264,0.44045427441596985,0.4378572404384613,0.43048644065856934
26,104,53.628051562244444,0.4627996,0.42942917346954346,0.45682066679000854,0.4823705852031708
27,108,53.20200554892374,0.7411327,0.524722695350647,0.526777446269989,0.5281113982200623
